,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5637,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,695,262,38.0,DORR 5,2018_General Election
7362,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,695,136,20.0,DORR 5,2018_General Election
1975,14TH CONGRESS,Under Votes,,695,2,0.0,DORR 5,2018_General Election
1976,14TH CONGRESS,Over Votes,,695,1,0.0,DORR 5,2018_General Election
7371,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,695,235,34.0,DORR 5,2018_General Election
1993,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,695,71,10.0,DORR 5,2018_General Election
1994,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,695,0,0.0,DORR 5,2018_General Election
7370,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,695,231,33.0,DORR 5,2018_General Election
1991,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,695,70,10.0,DORR 5,2018_General Election
1992,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,695,0,0.0,DORR 5,2018_General Election
10272,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,695,245,35.0,DORR 5,2018_General Election
10273,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,695,102,15.0,DORR 5,2018_General Election
1995,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,695,51,7.0,DORR 5,2018_General Election
1996,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,695,0,0.0,DORR 5,2018_General Election
10274,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,695,252,36.0,DORR 5,2018_General Election
10275,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,695,86,12.0,DORR 5,2018_General Election
1997,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,695,60,9.0,DORR 5,2018_General Election
1998,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,695,0,0.0,DORR 5,2018_General Election
5643,32ND SENATE,MARY MAHADY,DEMOCRACT,695,234,34.0,DORR 5,2018_General Election
7368,32ND SENATE,CRAIG WILCOX,REPUBLICAN,695,160,23.0,DORR 5,2018_General Election
1987,32ND SENATE,Under Votes,,695,4,1.0,DORR 5,2018_General Election
1988,32ND SENATE,Over Votes,,695,0,0.0,DORR 5,2018_General Election
7369,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,695,231,33.0,DORR 5,2018_General Election
1989,63RD REPRESENTATIVE,Under Votes,,695,62,9.0,DORR 5,2018_General Election
1990,63RD REPRESENTATIVE,Over Votes,,695,0,0.0,DORR 5,2018_General Election
5639,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,695,222,32.0,DORR 5,2018_General Election
7364,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,695,157,23.0,DORR 5,2018_General Election
8995,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,695,18,3.0,DORR 5,2018_General Election
1979,ATTORNEY GENERAL,Under Votes,,695,1,0.0,DORR 5,2018_General Election
1980,ATTORNEY GENERAL,Over Votes,,695,0,0.0,DORR 5,2018_General Election
5641,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,695,229,33.0,DORR 5,2018_General Election
7366,COMPTROLLER,DARLENE SENGER,REPUBLICAN,695,145,21.0,DORR 5,2018_General Election
8997,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,695,23,3.0,DORR 5,2018_General Election
1983,COMPTROLLER,Under Votes,,695,1,0.0,DORR 5,2018_General Election
1984,COMPTROLLER,Over Votes,,695,0,0.0,DORR 5,2018_General Election
5638,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,695,208,30.0,DORR 5,2018_General Election
7363,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,695,154,22.0,DORR 5,2018_General Election
8994,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,695,20,3.0,DORR 5,2018_General Election
9718,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,695,13,2.0,DORR 5,2018_General Election
1977,GOVERNOR AND LIEUTENANT GOVERNOR,Under Votes,,695,3,0.0,DORR 5,2018_General Election
1978,GOVERNOR AND LIEUTENANT GOVERNOR,Over Votes,,695,0,0.0,DORR 5,2018_General Election
10271,GOVERNOR AND LIEUTENANT GOVERNOR,Write-in,NONPARTISAN,695,0,0.0,DORR 5,2018_General Election
5640,SECRETARY OF STATE,JESSE WHITE,DEMOCRACT,695,275,40.0,DORR 5,2018_General Election
7365,SECRETARY OF STATE,JASON HELLAND,REPUBLICAN,695,102,15.0,DORR 5,2018_General Election
8996,SECRETARY OF STATE,STEVE DUTNER,LIBERTARIAN,695,17,2.0,DORR 5,2018_General Election
1981,SECRETARY OF STATE,Under Votes,,695,3,0.0,DORR 5,2018_General Election
1982,SECRETARY OF STATE,Over Votes,,695,1,0.0,DORR 5,2018_General Election
5642,TREASURER,MICHAEL W. FRERICHS,DEMOCRACT,695,213,31.0,DORR 5,2018_General Election
7367,TREASURER,JIM DODGE,REPUBLICAN,695,158,23.0,DORR 5,2018_General Election
8998,TREASURER,MICHAEL LEHENEY,LIBERTARIAN,695,24,3.0,DORR 5,2018_General Election
1985,TREASURER,Under Votes,,695,3,0.0,DORR 5,2018_General Election
1986,TREASURER,Over Votes,,695,0,0.0,DORR 5,2018_General Election
